rtcDate,rtcTime,gps_Lat,gps_Long,gps_AltMSL,gps_GroundSpeed,humidity_%,degC,
10/06/2024,16:30:29.04,376966606,-1217752995,146187,363,12.38,37.84,
10/06/2024,16:30:30.05,376966692,-1217753010,142584,50,12.30,37.79,
10/06/2024,16:30:31.05,376966715,-1217752996,140515,28,12.62,37.85,
10/06/2024,16:30:32.06,376966781,-1217752983,138634,5,12.92,37.84,
10/06/2024,16:30:33.07,376966806,-1217752997,138335,44,13.02,37.79,
10/06/2024,16:30:34.07,376966812,-1217753029,138464,30,13.14,37.84,
10/06/2024,16:30:35.08,376966827,-1217753031,138196,8,12.85,37.82,
10/06/2024,16:30:36.09,376966834,-1217753038,138089,9,12.74,37.79,
10/06/2024,16:30:37.09,376966839,-1217753045,137933,20,12.66,37.86,
10/06/2024,16:30:38.10,376966844,-1217753047,137786,17,12.50,37.88,
10/06/2024,16:30:39.10,376966845,-1217753050,137702,19,12.34,37.84,
10/06/2024,16:30:40.11,376966844,-1217753053,137666,9,12.37,37.85,
10/06/2024,16:30:41.12,376966841,-1217753052,137680,15,12.28,37.89,
10/06/2024,16:30:42.12,376966841,-1217753054,137740,21,12.23,37.84,
10/06/2024,16:30:43.40,376966837,-1217753052,137739,8,12.28,37.86,
10/06/2024,16:30:44.41,376966837,-1217753049,137758,4,12.23,37.90,
10/06/2024,16:30:45.41,376966837,-1217753046,137803,9,12.23,37.88,
10/06/2024,16:30:46.42,376966837,-1217753043,137850,11,12.21,37.89,
10/06/2024,16:30:47.42,376966837,-1217753040,137868,15,12.22,37.88,
10/06/2024,16:30:48.43,376966837,-1217753039,137888,12,12.13,37.88,
10/06/2024,16:30:49.44,376966836,-1217753038,137950,5,12.18,37.90,
10/06/2024,16:30:50.44,376966834,-1217753037,137969,12,12.20,37.95,
10/06/2024,16:30:51.45,376966833,-1217753036,137997,15,12.15,37.93,
10/06/2024,16:30:52.46,376966833,-1217753035,137996,8,12.17,37.94,
10/06/2024,16:30:53.46,376966833,-1217753035,138002,10,12.02,37.92,
10/06/2024,16:30:54.47,376966834,-1217753035,138006,9,12.14,37.92,
10/06/2024,16:30:55.48,376966834,-1217753034,138013,7,12.04,37.95,
10/06/2024,16:30:56.48,376966834,-1217753033,138000,3,12.04,37.95,
10/06/2024,16:30:57.49,376966835,-1217753028,137981,373,12.05,37.91,
10/06/2024,16:30:58.50,376966812,-1217753020,137929,640,11.92,37.87,
10/06/2024,16:30:59.50,376966763,-1217753010,137832,745,11.98,37.90,
10/06/2024,16:31:00.51,376966700,-1217753000,137867,1031,11.96,37.90,
10/06/2024,16:31:01.52,376966613,-1217752991,137920,925,11.87,37.80,
10/06/2024,16:31:02.52,376966526,-1217752989,138152,763,11.86,37.87,
10/06/2024,16:31:03.53,376966453,-1217753005,138078,739,11.91,37.85,
10/06/2024,16:31:04.53,376966390,-1217753005,138080,954,11.99,37.87,
