rtcDate,rtcTime,gps_Lat,gps_Long,gps_AltMSL,gps_GroundSpeed,humidity_%,degC,
10/06/2024,21:19:46.48,376966465,-1217753033,144442,287,25.32,27.30,
10/06/2024,21:19:47.48,376966864,-1217753022,140692,1,25.24,27.27,
10/06/2024,21:19:48.48,376966944,-1217753036,137779,19,25.27,27.29,
10/06/2024,21:19:49.48,376967043,-1217753003,135706,5,25.23,27.28,
10/06/2024,21:19:50.48,376967083,-1217752982,135536,16,25.22,27.26,
10/06/2024,21:19:51.48,376967098,-1217752945,135649,6,25.37,27.22,
10/06/2024,21:19:52.48,376967096,-1217752921,135839,11,25.30,27.24,
10/06/2024,21:19:53.49,376967099,-1217752907,135900,2,25.25,27.27,
10/06/2024,21:19:54.49,376967097,-1217752890,136020,5,25.25,27.30,
10/06/2024,21:19:55.49,376967100,-1217752881,136001,4,25.20,27.27,
10/06/2024,21:19:56.49,376967101,-1217752874,135969,5,25.21,27.33,
10/06/2024,21:19:57.49,376967100,-1217752868,135981,7,25.27,27.31,
10/06/2024,21:19:58.49,376967103,-1217752863,135995,12,25.24,27.34,
10/06/2024,21:19:59.49,376967104,-1217752859,135984,12,25.23,27.28,
10/06/2024,21:20:00.50,376967101,-1217752859,135953,7,25.12,27.28,
10/06/2024,21:20:01.50,376967101,-1217752860,135992,4,25.07,27.29,
10/06/2024,21:20:02.65,376967089,-1217752862,136008,5,24.90,27.26,
10/06/2024,21:20:03.65,376967084,-1217752862,136050,7,24.94,27.23,
10/06/2024,21:20:04.65,376967078,-1217752863,136078,9,24.87,27.22,
10/06/2024,21:20:05.66,376967074,-1217752865,136085,21,24.90,27.25,
10/06/2024,21:20:06.66,376967071,-1217752865,136113,10,24.79,27.24,
10/06/2024,21:20:08.63,376967066,-1217752868,136114,7,24.85,27.20,
10/06/2024,21:20:09.63,376967065,-1217752868,136115,4,24.82,27.26,
10/06/2024,21:20:10.63,376967063,-1217752868,136105,3,24.90,27.21,
10/06/2024,21:20:11.64,376967062,-1217752870,136094,7,24.80,27.22,
10/06/2024,21:20:12.64,376967061,-1217752871,136080,3,24.73,27.20,
10/06/2024,21:20:13.64,376967061,-1217752871,136068,8,24.75,27.19,
10/06/2024,21:20:14.64,376967060,-1217752871,136053,11,24.90,27.24,
10/06/2024,21:20:15.64,376967062,-1217752872,136052,18,24.77,27.25,
10/06/2024,21:20:16.64,376967062,-1217752874,135993,112,24.87,27.21,
10/06/2024,21:20:17.64,376967057,-1217752874,135915,78,24.81,27.18,
10/06/2024,21:20:18.65,376967048,-1217752875,135839,15,24.75,27.22,
10/06/2024,21:20:19.65,376967045,-1217752877,135792,6,24.81,27.16,
10/06/2024,21:20:20.65,376967044,-1217752881,135760,14,24.84,27.24,
