rtcDate,rtcTime,gps_Lat,gps_Long,gps_AltMSL,gps_GroundSpeed,humidity_%,degC,
10/06/2024,16:30:28.69,376967057,-1217751668,132843,224,12.17,37.52,
10/06/2024,16:30:29.70,376966995,-1217751770,138052,19,12.25,37.58,
10/06/2024,16:30:30.71,376966936,-1217751769,140587,23,12.16,37.55,
10/06/2024,16:30:31.71,376966909,-1217751766,141381,27,12.18,37.51,
10/06/2024,16:30:32.72,376966954,-1217751763,141615,40,12.13,37.52,
10/06/2024,16:30:33.73,376966974,-1217751794,141501,25,12.10,37.54,
10/06/2024,16:30:34.73,376966976,-1217751818,141422,8,12.11,37.53,
10/06/2024,16:30:35.74,376966977,-1217751828,141400,13,12.19,37.51,
10/06/2024,16:30:36.75,376966981,-1217751835,141367,13,12.14,37.54,
10/06/2024,16:30:37.76,376966982,-1217751845,141346,13,12.13,37.58,
10/06/2024,16:30:38.76,376966984,-1217751848,141306,11,12.07,37.60,
10/06/2024,16:30:39.77,376966985,-1217751847,141275,16,12.14,37.54,
10/06/2024,16:30:40.78,376966985,-1217751848,141254,16,12.06,37.55,
10/06/2024,16:30:41.78,376966986,-1217751844,141231,10,12.11,37.57,
10/06/2024,16:30:42.79,376966988,-1217751840,141207,14,12.15,37.53,
10/06/2024,16:30:43.80,376966994,-1217751828,141046,17,12.09,37.56,
10/06/2024,16:30:44.86,376966994,-1217751826,140888,17,12.07,37.54,
10/06/2024,16:30:45.92,376966995,-1217751823,140737,3,12.16,37.59,
10/06/2024,16:30:46.92,376966996,-1217751815,140695,3,12.15,37.60,
10/06/2024,16:30:47.93,376967000,-1217751806,140657,11,12.07,37.58,
10/06/2024,16:30:48.94,376967003,-1217751796,140600,16,12.02,37.56,
10/06/2024,16:30:49.94,376967005,-1217751785,140546,1,12.05,37.56,
10/06/2024,16:30:50.95,376967006,-1217751776,140501,5,12.08,37.57,
10/06/2024,16:30:51.96,376966994,-1217751769,140478,158,12.06,37.55,
10/06/2024,16:30:52.97,376966976,-1217751760,140377,158,12.03,37.61,
10/06/2024,16:30:53.97,376966964,-1217751757,140161,92,12.02,37.61,
10/06/2024,16:30:54.98,376966930,-1217751747,140072,451,12.05,37.59,
10/06/2024,16:30:55.99,376966860,-1217751736,139929,866,12.00,37.50,
10/06/2024,16:30:57.00,376966761,-1217751723,139771,1162,12.05,37.55,
10/06/2024,16:30:58.00,376966761,-1217751680,139772,2040,11.98,37.53,
