rtcDate,rtcTime,gps_Date,gps_Time,gps_Lat,gps_Long,gps_AltMSL,gps_SIV,gps_GroundSpeed,gps_pDOP,humidity_%,degC,
08/27/2024,21:16:39.53,08/28/2024,04:16:34.000,376959173,-1217104394,174585,30,15374,95,31.89,23.39,
08/27/2024,21:16:40.52,08/28/2024,04:16:35.000,376959151,-1217106135,174562,30,15362,95,31.88,23.58,
08/27/2024,21:16:41.52,08/28/2024,04:16:36.000,376959129,-1217107875,174481,30,15354,95,31.98,23.60,
08/27/2024,21:16:42.52,08/28/2024,04:16:37.000,376959113,-1217109619,174391,30,15404,95,32.00,23.67,
08/27/2024,21:16:43.51,08/28/2024,04:16:38.000,376959105,-1217111362,174322,30,15383,95,31.78,23.58,
08/27/2024,21:16:44.51,08/28/2024,04:16:39.000,376959101,-1217113099,174304,30,15339,95,31.70,23.65,
08/27/2024,21:16:45.51,08/28/2024,04:16:40.000,376959100,-1217114840,174177,30,15383,95,31.64,23.92,
08/27/2024,21:16:46.51,08/28/2024,04:16:41.000,376959124,-1217116588,174055,30,15443,95,31.78,24.04,
08/27/2024,21:16:47.50,08/28/2024,04:16:42.000,376959145,-1217118335,173941,30,15394,95,31.78,24.17,
08/27/2024,21:16:48.50,08/28/2024,04:16:43.000,376959146,-1217120075,173982,30,15334,95,31.81,24.15,
08/27/2024,21:16:49.50,08/28/2024,04:16:44.000,376959145,-1217121818,174034,29,15389,96,31.81,24.22,
08/27/2024,21:16:50.49,08/28/2024,04:16:45.000,376959145,-1217123558,173916,30,15355,95,31.86,24.23,
08/27/2024,21:16:51.49,08/28/2024,04:16:46.000,376959157,-1217125298,173839,28,15334,98,31.76,24.22,
08/27/2024,21:16:52.49,08/28/2024,04:16:47.000,376959166,-1217127036,173734,28,15325,98,31.96,24.13,
08/27/2024,21:16:53.49,08/28/2024,04:16:48.000,376959167,-1217128776,173595,29,15344,97,31.98,24.11,
08/27/2024,21:16:54.48,08/28/2024,04:16:49.000,376959162,-1217130519,173247,29,15367,97,32.24,24.12,
08/27/2024,21:16:55.53,08/28/2024,04:16:50.000,376959158,-1217132263,172898,29,15383,97,32.15,23.97,
08/27/2024,21:16:56.53,08/28/2024,04:16:51.000,376959157,-1217134005,172622,29,15358,97,32.16,23.88,
08/27/2024,21:16:57.53,08/28/2024,04:16:52.000,376959145,-1217135745,172446,29,15360,97,32.17,23.60,
08/27/2024,21:16:58.53,08/28/2024,04:16:53.000,376959137,-1217137481,172363,29,15331,97,32.08,23.39,
08/27/2024,21:16:59.52,08/28/2024,04:16:54.000,376959145,-1217139212,172402,29,15274,97,32.03,23.45,
08/27/2024,21:17:00.52,08/28/2024,04:16:55.000,376959145,-1217140941,172450,29,15248,97,32.18,23.68,
08/27/2024,21:17:01.52,08/28/2024,04:16:56.000,376959143,-1217142674,172505,29,15295,97,32.58,23.70,
08/27/2024,21:17:02.52,08/28/2024,04:16:57.000,376959136,-1217144412,172676,28,15333,98,32.66,23.45,
08/27/2024,21:17:03.51,08/28/2024,04:16:58.000,376959144,-1217146157,172551,29,15381,97,32.76,23.27,
08/27/2024,21:17:04.51,08/28/2024,04:16:59.000,376959141,-1217147908,172409,29,15451,97,32.95,23.26,
08/27/2024,21:17:05.51,08/28/2024,04:16:00.000,376959133,-1217149658,172128,29,15430,97,33.21,23.31,
08/27/2024,21:17:06.51,08/28/2024,04:17:01.000,376959082,-1217151409,171864,29,15470,97,33.49,23.39,
08/27/2024,21:17:07.50,08/28/2024,04:17:02.000,376958949,-1217153151,171655,29,15458,97,33.70,23.44,
08/27/2024,21:17:08.50,08/28/2024,04:17:03.000,376958720,-1217154868,171497,29,15341,97,33.81,23.73,
08/27/2024,21:17:09.50,08/28/2024,04:17:03.000,376957877,-1217158164,171149,29,15366,97,33.89,23.85,
08/27/2024,21:17:11.47,08/28/2024,04:17:05.000,376957239,-1217159704,171059,29,15329,97,33.90,24.06,
08/27/2024,21:17:12.52,08/28/2024,04:17:06.000,376956469,-1217161147,170937,29,15333,97,33.66,24.09,
08/27/2024,21:17:13.51,08/28/2024,04:17:07.000,376955592,-1217162490,170916,29,15359,97,33.30,24.02,
08/27/2024,21:17:14.51,08/28/2024,04:17:08.000,376954626,-1217163723,170885,29,15258,97,33.08,23.95,
08/27/2024,21:17:15.51,08/28/2024,04:17:09.000,376953621,-1217164867,170809,28,14968,98,32.94,23.87,
08/27/2024,21:17:16.51,08/28/2024,04:17:10.000,376952594,-1217165963,170630,30,14911,95,32.66,23.76,
08/27/2024,21:17:17.50,08/28/2024,04:17:11.000,376951568,-1217167061,170472,30,14976,95,32.70,23.51,
08/27/2024,21:17:18.50,08/28/2024,04:17:12.000,376950561,-1217168163,170273,30,14783,95,32.59,23.37,
08/27/2024,21:17:19.50,08/28/2024,04:17:13.000,376949598,-1217169305,169830,30,14626,95,32.66,23.38,
08/27/2024,21:17:20.50,08/28/2024,04:17:14.000,376948698,-1217170473,169721,30,14297,95,32.69,23.30,
08/27/2024,21:17:21.49,08/28/2024,04:17:15.000,376947906,-1217171648,169677,30,13359,95,32.91,23.45,
08/27/2024,21:17:22.49,08/28/2024,04:17:16.000,376947213,-1217172823,169720,30,12766,95,33.07,23.62,
08/27/2024,21:17:23.49,08/28/2024,04:17:17.000,376946615,-1217174003,169698,30,12191,95,33.04,23.55,
08/27/2024,21:17:24.49,08/28/2024,04:17:18.000,376946124,-1217175198,169724,30,11800,95,33.27,23.49,
08/27/2024,21:17:25.52,08/28/2024,04:17:19.000,376945742,-1217176374,169668,30,10993,95,33.45,23.39,
08/27/2024,21:17:26.52,08/28/2024,04:17:20.000,376945472,-1217177482,169632,30,9934,95,33.69,23.26,
08/27/2024,21:17:27.51,08/28/2024,04:17:21.000,376945310,-1217178487,169627,30,8664,95,33.94,23.27,
08/27/2024,21:17:28.51,08/28/2024,04:17:22.000,376945220,-1217179356,169764,30,7330,95,34.03,23.35,
08/27/2024,21:17:29.51,08/28/2024,04:17:23.000,376945168,-1217180116,169840,30,6451,95,33.96,23.32,
08/27/2024,21:17:30.51,08/28/2024,04:17:24.000,376945138,-1217180731,169969,30,5034,95,33.89,23.27,
08/27/2024,21:17:31.50,08/28/2024,04:17:25.000,376945127,-1217181191,170106,30,3691,95,34.03,23.33,
08/27/2024,21:17:32.54,08/28/2024,04:17:26.000,376945133,-1217181535,170162,30,2746,95,34.11,23.33,
08/27/2024,21:17:33.54,08/28/2024,04:17:27.000,376945132,-1217181769,170269,30,1852,95,34.28,23.32,
08/27/2024,21:17:34.54,08/28/2024,04:17:28.000,376945135,-1217181910,170345,30,1005,95,34.39,23.30,
08/27/2024,21:17:35.54,08/28/2024,04:17:29.000,376945132,-1217181974,170408,30,434,95,34.46,23.32,
08/27/2024,21:17:36.53,08/28/2024,04:17:30.000,376945131,-1217181996,170479,29,90,98,34.44,23.30,
08/27/2024,21:17:37.53,08/28/2024,04:17:31.000,376945127,-1217181998,170704,29,20,98,34.65,23.43,
08/27/2024,21:17:39.50,08/28/2024,04:17:33.000,376945125,-1217181998,170785,29,5,98,34.62,23.38,
08/27/2024,21:17:40.50,08/28/2024,04:17:34.000,376945122,-1217182000,170834,29,9,98,34.47,23.42,
08/27/2024,21:17:41.49,08/28/2024,04:17:35.000,376945119,-1217182001,170878,30,6,95,34.37,23.43,
08/27/2024,21:17:42.49,08/28/2024,04:17:36.000,376945119,-1217182000,170895,30,7,95,34.11,23.48,
08/27/2024,21:17:44.46,08/28/2024,04:17:38.000,376945114,-1217182002,170928,30,40,95,34.17,23.46,
08/27/2024,21:17:45.51,08/28/2024,04:17:39.000,376945114,-1217182038,170907,29,463,98,34.15,23.48,
08/27/2024,21:17:46.51,08/28/2024,04:17:40.000,376945112,-1217182186,170893,29,1718,98,34.11,23.50,
08/27/2024,21:17:47.50,08/28/2024,04:17:41.000,376945114,-1217182466,170867,29,2875,98,34.09,23.59,
08/27/2024,21:17:48.50,08/28/2024,04:17:42.000,376945115,-1217182879,170908,29,4056,98,33.94,23.66,
08/27/2024,21:17:49.50,08/28/2024,04:17:43.000,376945090,-1217183390,170973,29,4909,98,33.90,23.77,
08/27/2024,21:17:50.50,08/28/2024,04:17:44.000,376945006,-1217183968,171051,30,5650,95,33.67,23.81,
08/27/2024,21:17:51.49,08/28/2024,04:17:45.000,376944848,-1217184575,171128,30,6268,95,33.68,23.86,
08/27/2024,21:17:52.49,08/28/2024,04:17:46.000,376944597,-1217185155,171137,30,6632,95,33.52,23.88,
08/27/2024,21:17:53.49,08/28/2024,04:17:47.000,376944240,-1217185658,171125,30,6985,95,33.40,23.95,
08/27/2024,21:17:54.49,08/28/2024,04:17:48.000,376943774,-1217185993,171162,30,7473,95,33.39,23.95,
08/27/2024,21:17:55.48,08/28/2024,04:17:49.000,376943179,-1217186155,171195,30,8132,95,33.32,23.97,
08/27/2024,21:17:56.48,08/28/2024,04:17:50.000,376942480,-1217186255,171167,30,8719,95,33.33,23.97,
08/27/2024,21:17:57.53,08/28/2024,04:17:51.000,376941712,-1217186330,171221,30,9275,95,33.35,23.93,
08/27/2024,21:17:58.53,08/28/2024,04:17:52.000,376940893,-1217186392,171108,30,9923,95,33.35,23.95,
08/27/2024,21:17:59.53,08/28/2024,04:17:53.000,376940017,-1217186441,171018,30,10550,95,33.52,23.98,
08/27/2024,21:18:00.53,08/28/2024,04:17:54.000,376939085,-1217186504,171202,30,11168,95,33.44,24.01,
08/27/2024,21:18:01.52,08/28/2024,04:17:55.000,376938097,-1217186599,171302,29,11643,98,33.47,24.01,
08/27/2024,21:18:02.52,08/28/2024,04:17:56.000,376937064,-1217186697,171311,30,12267,95,33.55,24.01,
08/27/2024,21:18:03.52,08/28/2024,04:17:57.000,376935979,-1217186777,171220,30,12803,95,33.55,24.04,
08/27/2024,21:18:04.52,08/28/2024,04:17:58.000,376934843,-1217186830,171350,30,13400,95,33.52,23.91,
08/27/2024,21:18:05.51,08/28/2024,04:17:59.000,376933653,-1217186858,171659,30,13861,95,33.51,23.88,
08/27/2024,21:18:06.51,08/28/2024,04:18:00.000,376932415,-1217186884,171752,30,14238,95,33.67,23.87,
08/27/2024,21:18:07.51,08/28/2024,04:18:01.000,376931140,-1217186898,171661,30,14470,95,33.58,23.84,
08/27/2024,21:18:08.51,08/28/2024,04:18:02.000,376929841,-1217186891,171810,30,14492,95,33.68,23.81,
08/27/2024,21:18:09.50,08/28/2024,04:18:03.000,376928533,-1217186883,171897,30,14540,95,33.59,23.81,
08/27/2024,21:18:10.50,08/28/2024,04:18:04.000,376927223,-1217186883,171932,30,14497,95,33.66,23.85,
08/27/2024,21:18:11.50,08/28/2024,04:18:05.000,376925913,-1217186906,171782,30,14177,95,33.60,23.87,
08/27/2024,21:18:12.50,08/28/2024,04:18:06.000,376924628,-1217186915,171835,30,14092,95,33.79,23.91,
08/27/2024,21:18:13.49,08/28/2024,04:18:07.000,376923357,-1217186921,171992,29,14263,97,33.81,23.99,
08/27/2024,21:18:14.49,08/28/2024,04:18:08.000,376922075,-1217186937,171968,29,14552,97,33.88,23.98,
08/27/2024,21:18:15.49,08/28/2024,04:18:09.000,376920771,-1217186952,172200,30,14907,95,33.85,24.04,
08/27/2024,21:18:16.49,08/28/2024,04:18:10.000,376919438,-1217186969,172285,30,15030,95,33.68,24.12,
08/27/2024,21:18:17.48,08/28/2024,04:18:11.000,376918087,-1217186973,172525,29,15163,96,33.69,24.19,
08/27/2024,21:18:18.48,08/28/2024,04:18:12.000,376916721,-1217186981,172578,29,15218,96,33.52,24.22,
08/27/2024,21:18:19.53,08/28/2024,04:18:13.000,376915350,-1217186973,172815,29,15300,97,33.32,24.30,
08/27/2024,21:18:20.53,08/28/2024,04:18:14.000,376913973,-1217186962,172982,29,15351,97,33.29,24.31,
08/27/2024,21:18:21.53,08/28/2024,04:18:15.000,376912591,-1217186946,173052,30,15298,95,33.13,24.41,
08/27/2024,21:18:22.52,08/28/2024,04:18:16.000,376911211,-1217186929,173321,30,15308,95,33.07,24.46,
08/27/2024,21:18:23.52,08/28/2024,04:18:17.000,376909831,-1217186935,173231,30,15305,95,32.94,24.67,
08/27/2024,21:18:24.52,08/28/2024,04:18:18.000,376908453,-1217186925,173548,29,15346,97,32.74,24.51,
08/27/2024,21:18:25.52,08/28/2024,04:18:19.000,376907071,-1217186912,173858,30,15359,95,32.90,24.64,
08/27/2024,21:18:26.51,08/28/2024,04:18:20.000,376905687,-1217186899,174249,30,15365,95,32.76,24.71,
08/27/2024,21:18:27.51,08/28/2024,04:18:21.000,376904302,-1217186908,174249,29,15301,97,32.73,24.75,
08/27/2024,21:18:28.51,08/28/2024,04:18:22.000,376902923,-1217186907,174504,29,15246,97,32.47,24.83,
08/27/2024,21:18:29.51,08/28/2024,04:18:23.000,376901550,-1217186923,174477,29,15020,99,32.39,24.87,
08/27/2024,21:18:30.50,08/28/2024,04:18:24.000,376900191,-1217186941,174681,30,14965,96,32.18,24.83,
08/27/2024,21:18:31.50,08/28/2024,04:18:25.000,376898839,-1217186972,174794,30,14925,96,32.19,24.87,
08/27/2024,21:18:32.50,08/28/2024,04:18:26.000,376897494,-1217187005,174932,30,14917,96,32.13,25.12,
08/27/2024,21:18:33.50,08/28/2024,04:18:27.000,376896147,-1217187041,174903,30,14934,96,31.85,25.06,
08/27/2024,21:18:34.50,08/28/2024,04:18:28.000,376894801,-1217187068,175120,30,14911,96,31.78,25.02,
08/27/2024,21:18:35.49,08/28/2024,04:18:29.000,376893455,-1217187092,175267,30,14916,96,31.79,24.92,
08/27/2024,21:18:36.53,08/28/2024,04:18:30.000,376892112,-1217187114,175429,30,14897,96,31.71,24.90,
08/27/2024,21:18:37.53,08/28/2024,04:18:31.000,376890770,-1217187129,175648,30,14878,96,31.69,24.80,
08/27/2024,21:18:38.53,08/28/2024,04:18:32.000,376889430,-1217187137,175875,30,14926,96,31.53,24.75,
08/27/2024,21:18:39.53,08/28/2024,04:18:33.000,376888087,-1217187138,176111,30,14936,96,31.61,24.86,
08/27/2024,21:18:40.53,08/28/2024,04:18:34.000,376886742,-1217187133,176291,30,14914,96,31.61,24.85,
08/27/2024,21:18:41.52,08/28/2024,04:18:35.000,376885398,-1217187124,176549,30,14887,96,31.67,24.90,
08/27/2024,21:18:42.56,08/28/2024,04:18:36.000,376884053,-1217187109,176744,30,14888,96,31.77,24.83,
08/27/2024,21:18:43.55,08/28/2024,04:18:37.000,376882712,-1217187101,177043,30,14876,96,31.64,24.77,
08/27/2024,21:18:44.55,08/28/2024,04:18:38.000,376881370,-1217187102,177264,30,14918,96,31.60,24.68,
08/27/2024,21:18:45.55,08/28/2024,04:18:39.000,376880028,-1217187109,177381,29,14909,97,31.67,24.59,
08/27/2024,21:18:46.55,08/28/2024,04:18:40.000,376878685,-1217187119,177695,30,14914,96,31.68,24.51,
08/27/2024,21:18:47.55,08/28/2024,04:18:41.000,376877341,-1217187132,177901,30,14931,96,31.87,24.50,
08/27/2024,21:18:48.54,08/28/2024,04:18:42.000,376875997,-1217187141,178053,30,14974,96,31.87,24.47,
08/27/2024,21:18:49.54,08/28/2024,04:18:43.000,376874651,-1217187146,178393,29,14946,99,31.78,24.43,
08/27/2024,21:18:50.54,08/28/2024,04:18:44.000,376873305,-1217187166,178456,29,14955,99,31.62,24.43,
08/27/2024,21:18:51.54,08/28/2024,04:18:45.000,376871961,-1217187177,178656,29,14963,99,31.80,24.52,
08/27/2024,21:18:52.54,08/28/2024,04:18:46.000,376870614,-1217187180,178827,29,14968,99,31.75,24.51,
08/27/2024,21:18:53.53,08/28/2024,04:18:47.000,376869267,-1217187183,178849,29,14949,98,31.69,24.44,
08/27/2024,21:18:54.53,08/28/2024,04:18:48.000,376867922,-1217187175,178879,29,14971,98,31.69,24.44,
08/27/2024,21:18:55.53,08/28/2024,04:18:49.000,376866572,-1217187167,179029,29,14940,98,31.60,24.54,
08/27/2024,21:18:56.53,08/28/2024,04:18:50.000,376865224,-1217187172,178940,29,14958,98,31.59,24.49,
08/27/2024,21:18:57.52,08/28/2024,04:18:51.000,376863876,-1217187165,178806,29,14973,98,31.62,24.50,
08/27/2024,21:18:58.52,08/28/2024,04:18:52.000,376862525,-1217187164,178760,29,14917,98,31.68,24.59,
08/27/2024,21:18:59.52,08/28/2024,04:18:53.000,376861178,-1217187166,179036,29,14941,98,31.55,24.53,
08/27/2024,21:19:00.52,08/28/2024,04:18:54.000,376859832,-1217187180,178952,28,14839,98,31.42,24.68,
08/27/2024,21:19:01.52,08/28/2024,04:18:55.000,376858494,-1217187191,178832,29,14875,98,31.27,24.68,
08/27/2024,21:19:02.51,08/28/2024,04:18:56.000,376857155,-1217187202,178627,29,14850,98,31.36,24.69,
08/27/2024,21:19:03.51,08/28/2024,04:18:57.000,376855818,-1217187197,178740,29,14896,98,31.22,24.72,
08/27/2024,21:19:04.51,08/28/2024,04:18:58.000,376854478,-1217187189,178897,28,14918,99,31.31,24.70,
08/27/2024,21:19:05.51,08/28/2024,04:18:59.000,376853134,-1217187184,179044,29,14857,98,31.31,24.75,
08/27/2024,21:19:06.51,08/28/2024,04:19:00.000,376851792,-1217187184,179010,29,14933,98,31.17,24.79,
08/27/2024,21:19:08.47,08/28/2024,04:19:02.000,376849108,-1217187152,179057,29,14896,98,31.03,24.80,
08/27/2024,21:19:09.53,08/28/2024,04:19:03.000,376847768,-1217187134,179057,30,14923,96,31.20,24.81,
08/27/2024,21:19:11.50,08/28/2024,04:19:05.000,376845081,-1217187085,179511,30,14893,96,31.31,24.83,
08/27/2024,21:19:12.49,08/28/2024,04:19:06.000,376843739,-1217187087,179518,30,14936,96,31.25,24.87,
08/27/2024,21:19:13.49,08/28/2024,04:19:07.000,376842395,-1217187092,179672,30,14922,96,31.17,24.99,
08/27/2024,21:19:14.49,08/28/2024,04:19:08.000,376841049,-1217187096,179921,30,14900,96,31.02,25.00,
08/27/2024,21:19:15.49,08/28/2024,04:19:09.000,376839701,-1217187103,180285,30,14911,96,30.94,25.07,
08/27/2024,21:19:16.49,08/28/2024,04:19:10.000,376838357,-1217187116,180384,30,14915,96,30.75,25.13,
08/27/2024,21:19:17.54,08/28/2024,04:19:11.000,376837012,-1217187132,180450,30,14876,96,30.75,25.12,
08/27/2024,21:19:18.53,08/28/2024,04:19:12.000,376835669,-1217187138,180493,30,14888,96,30.91,25.09,
08/27/2024,21:19:19.53,08/28/2024,04:19:13.000,376834326,-1217187152,180279,29,14897,99,30.96,25.09,
08/27/2024,21:19:20.53,08/28/2024,04:19:14.000,376832982,-1217187176,180218,30,14924,96,31.02,25.09,
08/27/2024,21:19:21.53,08/28/2024,04:19:15.000,376831636,-1217187194,180296,30,14874,96,31.20,25.07,
08/27/2024,21:19:22.53,08/28/2024,04:19:16.000,376830289,-1217187197,180539,30,14929,96,31.24,25.00,
08/27/2024,21:19:23.52,08/28/2024,04:19:17.000,376828941,-1217187187,180699,30,14920,96,31.29,24.94,
08/27/2024,21:19:24.52,08/28/2024,04:19:18.000,376827598,-1217187190,180384,30,14747,96,31.44,24.83,
08/27/2024,21:19:25.52,08/28/2024,04:19:19.000,376826266,-1217187179,180405,30,14676,96,31.56,24.80,
08/27/2024,21:19:26.52,08/28/2024,04:19:20.000,376824944,-1217187167,180495,30,14783,96,31.67,24.81,
08/27/2024,21:19:27.52,08/28/2024,04:19:21.000,376823618,-1217187163,180641,30,14923,96,31.75,24.79,
08/27/2024,21:19:28.51,08/28/2024,04:19:22.000,376822279,-1217187169,180603,30,15066,96,31.90,24.85,
08/27/2024,21:19:29.51,08/28/2024,04:19:23.000,376820928,-1217187184,180520,30,15154,96,31.58,24.82,
08/27/2024,21:19:30.51,08/28/2024,04:19:24.000,376819563,-1217187193,180629,30,15268,96,31.32,24.81,
08/27/2024,21:19:31.51,08/28/2024,04:19:25.000,376818191,-1217187195,180589,30,15403,96,31.25,24.81,
08/27/2024,21:19:32.51,08/28/2024,04:19:26.000,376816806,-1217187190,180753,30,15471,96,31.17,24.81,
08/27/2024,21:19:33.50,08/28/2024,04:19:27.000,376815412,-1217187191,180845,30,15502,96,31.28,24.78,
08/27/2024,21:19:34.50,08/28/2024,04:19:28.000,376814015,-1217187218,180888,30,15330,96,31.09,24.83,
08/27/2024,21:19:35.50,08/28/2024,04:19:29.000,376812628,-1217187270,180964,30,14930,96,31.21,24.91,
08/27/2024,21:19:36.50,08/28/2024,04:19:30.000,376811274,-1217187346,180973,30,14566,96,31.20,24.95,
08/27/2024,21:19:37.50,08/28/2024,04:19:31.000,376809957,-1217187474,180969,30,14160,96,31.03,25.06,
08/27/2024,21:19:38.49,08/28/2024,04:19:32.000,376808677,-1217187635,181092,30,13478,96,30.94,25.18,
08/27/2024,21:19:39.49,08/28/2024,04:19:33.000,376807454,-1217187821,181266,30,12998,96,30.75,25.21,
08/27/2024,21:19:40.53,08/28/2024,04:19:34.000,376806282,-1217187995,181462,30,12536,96,30.46,25.20,
08/27/2024,21:19:41.53,08/28/2024,04:19:35.000,376805147,-1217188142,181105,30,11872,96,30.41,25.26,
08/27/2024,21:19:42.53,08/28/2024,04:19:36.000,376804063,-1217188272,180851,29,10934,96,30.18,25.22,
08/27/2024,21:19:43.53,08/28/2024,04:19:37.000,376803054,-1217188372,180921,29,10049,96,29.97,25.14,
08/27/2024,21:19:44.53,08/28/2024,04:19:38.000,376802129,-1217188480,181054,29,8709,96,29.84,25.22,
08/27/2024,21:19:45.52,08/28/2024,04:19:39.000,376801316,-1217188613,181270,30,7136,96,29.80,25.32,
08/27/2024,21:19:46.52,08/28/2024,04:19:40.000,376800636,-1217188715,181447,30,6170,96,29.59,25.29,
08/27/2024,21:19:47.52,08/28/2024,04:19:41.000,376800074,-1217188883,181555,29,5814,98,29.59,25.39,
08/27/2024,21:19:48.52,08/28/2024,04:19:42.000,376799617,-1217189208,181401,29,6231,98,29.45,25.38,
08/27/2024,21:19:49.52,08/28/2024,04:19:43.000,376799266,-1217189729,181307,30,7220,96,29.39,25.35,
08/27/2024,21:19:50.52,08/28/2024,04:19:44.000,376799039,-1217190453,181303,29,8245,98,29.19,25.37,
08/27/2024,21:19:51.51,08/28/2024,04:19:45.000,376798932,-1217191340,181387,30,9279,96,29.20,25.40,
08/27/2024,21:19:52.51,08/28/2024,04:19:46.000,376798889,-1217192356,181402,30,10312,96,29.00,25.42,
08/27/2024,21:19:53.51,08/28/2024,04:19:47.000,376798884,-1217193491,181274,30,10950,96,29.02,25.39,
08/27/2024,21:19:54.51,08/28/2024,04:19:48.000,376798908,-1217194710,181273,29,11232,99,29.01,25.40,
08/27/2024,21:19:55.51,08/28/2024,04:19:49.000,376798929,-1217195970,181565,28,11538,103,28.93,25.44,
08/27/2024,21:19:56.50,08/28/2024,04:19:50.000,376798934,-1217197266,181500,28,11933,103,29.10,25.45,
08/27/2024,21:19:57.50,08/28/2024,04:19:51.000,376798931,-1217198610,181488,27,12246,106,29.26,25.58,
08/27/2024,21:19:58.50,08/28/2024,04:19:52.000,376798958,-1217199984,181381,28,12507,103,29.30,25.62,
08/27/2024,21:19:59.53,08/28/2024,04:19:53.000,376798986,-1217201390,181085,28,12554,103,29.27,25.66,
08/27/2024,21:20:00.53,08/28/2024,04:19:54.000,376798998,-1217202812,180990,29,12711,99,29.49,25.69,
08/27/2024,21:20:01.53,08/28/2024,04:19:55.000,376799019,-1217204236,180799,28,13008,103,29.50,25.58,
08/27/2024,21:20:02.53,08/28/2024,04:19:56.000,376799039,-1217205694,180368,28,13134,103,29.39,25.52,
08/27/2024,21:20:03.53,08/28/2024,04:19:57.000,376799057,-1217207170,180038,29,13211,99,29.55,25.52,
08/27/2024,21:20:04.53,08/28/2024,04:19:58.000,376799065,-1217208662,180024,28,13221,103,29.43,25.38,
08/27/2024,21:20:05.52,08/28/2024,04:19:59.000,376799081,-1217210155,179899,28,13359,103,29.62,25.39,
08/27/2024,21:20:06.52,08/28/2024,04:20:00.000,376799091,-1217211667,179800,28,13621,104,29.70,25.44,
08/27/2024,21:20:07.52,08/28/2024,04:20:01.000,376799097,-1217213203,179704,27,13889,105,29.83,25.42,
08/27/2024,21:20:08.52,08/28/2024,04:20:02.000,376799099,-1217214766,179452,27,14111,106,29.77,25.44,
08/27/2024,21:20:09.52,08/28/2024,04:20:03.000,376799099,-1217216357,179257,27,14229,106,29.76,25.40,
08/27/2024,21:20:10.52,08/28/2024,04:20:04.000,376799094,-1217217967,179203,27,14409,106,29.90,25.38,
08/27/2024,21:20:11.51,08/28/2024,04:20:05.000,376799099,-1217219593,179210,27,14554,106,29.96,25.32,
08/27/2024,21:20:12.51,08/28/2024,04:20:06.000,376799111,-1217221236,178981,29,14720,99,29.96,25.33,
08/27/2024,21:20:13.51,08/28/2024,04:20:07.000,376799126,-1217222897,178935,28,14899,104,30.02,25.26,
08/27/2024,21:20:14.51,08/28/2024,04:20:08.000,376799137,-1217224575,178763,29,15079,99,30.06,25.35,
08/27/2024,21:20:15.51,08/28/2024,04:20:09.000,376799154,-1217226271,178520,29,15158,99,30.17,25.15,
08/27/2024,21:20:16.51,08/28/2024,04:20:10.000,376799172,-1217227984,178374,28,15240,101,30.32,25.04,
08/27/2024,21:20:17.50,08/28/2024,04:20:11.000,376799188,-1217229708,178235,29,15109,99,30.41,24.90,
08/27/2024,21:20:18.50,08/28/2024,04:20:12.000,376799199,-1217231428,178182,29,14984,99,30.73,24.71,
08/27/2024,21:20:19.50,08/28/2024,04:20:13.000,376799196,-1217233130,178269,29,14937,99,31.11,24.64,
08/27/2024,21:20:20.50,08/28/2024,04:20:14.000,376799192,-1217234823,178433,29,15060,99,31.26,24.48,
08/27/2024,21:20:21.50,08/28/2024,04:20:15.000,376799160,-1217236524,178421,29,15031,99,31.63,24.38,
08/27/2024,21:20:22.49,08/28/2024,04:20:16.000,376799105,-1217238227,178354,29,15034,99,31.86,24.32,
08/27/2024,21:20:23.49,08/28/2024,04:20:17.000,376799045,-1217239934,177979,29,15033,99,32.09,24.27,
08/27/2024,21:20:24.49,08/28/2024,04:20:18.000,376799002,-1217241638,177695,30,15056,96,32.24,24.12,
08/27/2024,21:20:25.49,08/28/2024,04:20:19.000,376798970,-1217243347,177518,29,15138,99,32.60,24.08,
08/27/2024,21:20:26.49,08/28/2024,04:20:20.000,376798952,-1217245062,177333,29,15053,99,32.79,23.96,
08/27/2024,21:20:27.49,08/28/2024,04:20:21.000,376798941,-1217246773,177118,28,15045,100,33.10,23.72,
08/27/2024,21:20:28.48,08/28/2024,04:20:22.000,376798935,-1217248480,176946,29,15035,99,33.40,23.46,
08/27/2024,21:20:29.53,08/28/2024,04:20:23.000,376798931,-1217250180,176657,29,15070,99,33.75,23.45,
08/27/2024,21:20:30.53,08/28/2024,04:20:24.000,376798937,-1217251891,176555,29,14983,99,33.84,23.42,
08/27/2024,21:20:31.53,08/28/2024,04:20:25.000,376798936,-1217253590,176383,30,15021,96,34.04,23.42,
08/27/2024,21:20:32.53,08/28/2024,04:20:26.000,376798937,-1217255289,176241,30,15007,96,34.09,23.38,
08/27/2024,21:20:33.53,08/28/2024,04:20:27.000,376798947,-1217256994,176115,30,15014,96,34.25,23.31,
08/27/2024,21:20:34.53,08/28/2024,04:20:28.000,376798950,-1217258697,176005,30,15022,96,34.30,23.29,
08/27/2024,21:20:35.52,08/28/2024,04:20:29.000,376798950,-1217260400,175909,30,15046,96,34.45,23.49,
08/27/2024,21:20:36.52,08/28/2024,04:20:30.000,376798948,-1217262105,175814,30,15019,96,34.20,23.55,
08/27/2024,21:20:37.52,08/28/2024,04:20:31.000,376798935,-1217263804,175719,30,15028,96,34.16,23.69,
08/27/2024,21:20:38.52,08/28/2024,04:20:32.000,376798930,-1217265506,175680,29,14972,99,34.13,23.83,
08/27/2024,21:20:39.52,08/28/2024,04:20:33.000,376798916,-1217267204,175716,29,15202,96,33.70,23.93,
