rtcDate,rtcTime,gps_Date,gps_Time,gps_Lat,gps_Long,gps_AltMSL,gps_SIV,gps_GroundSpeed,gps_pDOP,humidity_%,degC,
08/27/2024,20:44:59.19,08/28/2024,03:44:53.000,376966190,-1217753349,136126,20,106,107,23.73,28.16,
08/27/2024,20:45:00.19,08/28/2024,03:44:54.000,376966045,-1217753638,137219,21,3,100,23.80,28.18,
08/27/2024,20:45:01.19,08/28/2024,03:44:55.000,376966151,-1217753712,138915,23,14,94,23.86,28.17,
08/27/2024,20:45:02.19,08/28/2024,03:44:56.000,376966177,-1217753737,139573,24,15,92,23.84,28.18,
08/27/2024,20:45:03.19,08/28/2024,03:44:58.000,376966162,-1217753762,139402,24,8,92,23.81,28.14,
08/27/2024,20:45:04.46,08/28/2024,03:44:59.000,376966152,-1217753762,139493,26,4,88,23.78,28.16,
08/27/2024,20:45:05.51,08/28/2024,03:45:00.000,376966160,-1217753771,139559,26,20,88,23.69,28.09,
08/27/2024,20:45:07.51,08/28/2024,03:45:02.000,376966158,-1217753769,139657,26,7,88,23.69,28.10,
08/27/2024,20:45:08.51,08/28/2024,03:45:03.000,376966160,-1217753770,139671,26,2,88,23.74,28.15,
08/27/2024,20:45:09.51,08/28/2024,03:45:04.000,376966162,-1217753769,139726,26,8,88,23.72,28.15,
08/27/2024,20:45:10.51,08/28/2024,03:45:05.000,376966164,-1217753769,139716,26,8,88,23.76,28.11,
08/27/2024,20:45:11.51,08/28/2024,03:45:06.000,376966166,-1217753768,139700,26,13,88,23.71,28.04,
08/27/2024,20:45:12.51,08/28/2024,03:45:07.000,376966168,-1217753768,139722,26,6,88,23.79,28.16,
08/27/2024,20:45:13.55,08/28/2024,03:45:08.000,376966167,-1217753767,139768,26,2,88,23.91,28.14,
08/27/2024,20:45:14.55,08/28/2024,03:45:09.000,376966167,-1217753766,139800,26,0,88,23.79,28.15,
08/27/2024,20:45:15.55,08/28/2024,03:45:10.000,376966165,-1217753766,139863,26,4,88,23.78,28.12,
08/27/2024,20:45:16.55,08/28/2024,03:45:12.000,376966165,-1217753769,139956,26,23,88,23.81,28.14,
08/27/2024,20:45:18.42,08/28/2024,03:45:13.000,376966165,-1217753771,140008,26,2,88,23.77,28.10,
08/27/2024,20:45:19.47,08/28/2024,03:45:14.000,376966164,-1217753772,140014,26,0,88,23.75,28.20,
08/27/2024,20:45:20.47,08/28/2024,03:45:15.000,376966163,-1217753772,140019,26,2,89,23.78,28.19,
08/27/2024,20:45:21.47,08/28/2024,03:45:16.000,376966161,-1217753772,140030,26,2,89,23.67,28.15,
08/27/2024,20:45:22.47,08/28/2024,03:45:17.000,376966158,-1217753772,140038,26,6,89,23.60,28.15,
08/27/2024,20:45:23.47,08/28/2024,03:45:18.000,376966154,-1217753772,140064,26,5,89,23.51,28.12,
08/27/2024,20:45:24.47,08/28/2024,03:45:19.000,376966150,-1217753771,140088,26,5,89,23.42,28.17,
08/27/2024,20:45:25.47,08/28/2024,03:45:20.000,376966146,-1217753769,140082,26,4,89,23.44,28.14,
08/27/2024,20:45:26.47,08/28/2024,03:45:21.000,376966143,-1217753767,140084,26,7,89,23.52,28.16,
08/27/2024,20:45:27.47,08/28/2024,03:45:22.000,376966140,-1217753765,140081,26,3,89,23.48,28.22,
08/27/2024,20:45:28.47,08/28/2024,03:45:23.000,376966137,-1217753764,140059,26,1,89,23.36,28.20,
08/27/2024,20:45:29.47,08/28/2024,03:45:24.000,376966134,-1217753763,140018,26,6,89,23.17,28.19,
08/27/2024,20:45:30.47,08/28/2024,03:45:25.000,376966131,-1217753762,139970,26,6,89,23.19,28.22,
08/27/2024,20:45:31.47,08/28/2024,03:45:26.000,376966128,-1217753760,139922,26,5,89,23.04,28.24,
08/27/2024,20:45:32.47,08/28/2024,03:45:27.000,376966124,-1217753759,139875,26,3,89,23.04,28.27,
08/27/2024,20:45:33.47,08/28/2024,03:45:28.000,376966122,-1217753756,139830,26,5,89,23.07,28.30,
08/27/2024,20:45:34.48,08/28/2024,03:45:29.000,376966120,-1217753753,139766,26,4,89,22.98,28.33,
08/27/2024,20:45:35.48,08/28/2024,03:45:30.000,376966117,-1217753750,139726,26,4,89,22.90,28.27,
08/27/2024,20:45:36.48,08/28/2024,03:45:31.000,376966116,-1217753748,139659,27,4,87,22.93,28.31,
08/27/2024,20:45:37.48,08/28/2024,03:45:33.000,376966112,-1217753744,139523,27,2,87,22.96,28.30,
08/27/2024,20:45:39.45,08/28/2024,03:45:34.000,376966110,-1217753742,139466,27,1,87,23.04,28.33,
08/27/2024,20:45:40.45,08/28/2024,03:45:35.000,376966109,-1217753740,139419,27,3,87,23.03,28.31,
08/27/2024,20:45:41.45,08/28/2024,03:45:36.000,376966108,-1217753737,139362,27,2,87,23.00,28.29,
08/27/2024,20:45:42.45,08/28/2024,03:45:37.000,376966107,-1217753734,139306,27,3,87,23.04,28.29,
08/27/2024,20:45:43.45,08/28/2024,03:45:38.000,376966107,-1217753732,139255,27,2,87,23.02,28.31,
08/27/2024,20:45:44.45,08/28/2024,03:45:39.000,376966107,-1217753729,139194,27,5,87,23.00,28.31,
08/27/2024,20:45:45.45,08/28/2024,03:45:40.000,376966106,-1217753726,139148,27,4,87,22.98,28.33,
08/27/2024,20:45:46.45,08/28/2024,03:45:41.000,376966105,-1217753724,139117,27,3,87,22.98,28.31,
08/27/2024,20:45:47.45,08/28/2024,03:45:42.000,376966105,-1217753723,139080,27,7,87,22.96,28.33,
08/27/2024,20:45:48.45,08/28/2024,03:45:43.000,376966104,-1217753721,139037,27,14,87,23.03,28.34,
08/27/2024,20:45:49.45,08/28/2024,03:45:44.000,376966103,-1217753719,139010,27,9,87,23.03,28.25,
08/27/2024,20:45:50.45,08/28/2024,03:45:45.000,376966104,-1217753717,139004,27,20,87,23.00,28.29,
08/27/2024,20:45:51.45,08/28/2024,03:45:46.000,376966104,-1217753715,139014,27,7,87,23.12,28.32,
08/27/2024,20:45:52.45,08/28/2024,03:45:47.000,376966104,-1217753714,139015,27,4,87,23.10,28.31,
08/27/2024,20:45:53.45,08/28/2024,03:45:48.000,376966096,-1217753724,139022,27,185,87,23.04,28.25,
08/27/2024,20:45:54.45,08/28/2024,03:45:49.000,376966075,-1217753761,139024,27,526,87,23.18,28.29,
08/27/2024,20:45:55.45,08/28/2024,03:45:50.000,376966004,-1217753886,139036,27,1727,87,23.08,28.23,
08/27/2024,20:45:56.45,08/28/2024,03:45:51.000,376965891,-1217754114,139102,27,2665,87,23.14,28.21,
08/27/2024,20:45:57.45,08/28/2024,03:45:52.000,376965777,-1217754379,139160,27,2677,87,23.29,28.23,
08/27/2024,20:45:58.45,08/28/2024,03:45:53.000,376965671,-1217754689,139178,27,3128,87,23.29,28.20,
08/27/2024,20:45:59.45,08/28/2024,03:45:54.000,376965615,-1217755022,139188,27,2989,87,23.36,28.17,
08/27/2024,20:46:00.45,08/28/2024,03:45:55.000,376965656,-1217755359,139134,27,3080,87,23.42,28.22,
08/27/2024,20:46:01.45,08/28/2024,03:45:56.000,376965807,-1217755664,139037,28,3268,84,23.56,28.21,
08/27/2024,20:46:02.45,08/28/2024,03:45:57.000,376966055,-1217755900,138901,28,3572,84,23.52,28.16,
08/27/2024,20:46:03.45,08/28/2024,03:45:58.000,376966354,-1217756057,138901,28,3599,84,23.57,28.23,
08/27/2024,20:46:04.45,08/28/2024,03:45:59.000,376966667,-1217756153,138864,28,3552,84,23.60,28.18,
08/27/2024,20:46:05.45,08/28/2024,03:46:00.000,376967019,-1217756225,138801,28,4099,84,23.52,28.18,
08/27/2024,20:46:06.45,08/28/2024,03:46:01.000,376967421,-1217756293,138701,28,4625,84,23.58,28.16,
08/27/2024,20:46:07.46,08/28/2024,03:46:02.000,376967838,-1217756347,138714,28,4676,84,23.49,28.22,
08/27/2024,20:46:08.46,08/28/2024,03:46:03.000,376968248,-1217756384,138588,28,4464,84,23.45,28.23,
08/27/2024,20:46:09.46,08/28/2024,03:46:04.000,376968647,-1217756411,138485,28,4410,84,23.57,28.23,
08/27/2024,20:46:10.46,08/28/2024,03:46:05.000,376969040,-1217756435,138430,28,4361,84,23.49,28.32,
08/27/2024,20:46:11.46,08/28/2024,03:46:06.000,376969456,-1217756460,138575,28,4729,84,23.61,28.34,
08/27/2024,20:46:12.46,08/28/2024,03:46:07.000,376969888,-1217756471,138766,26,4853,89,23.56,28.39,
08/27/2024,20:46:13.46,08/28/2024,03:46:08.000,376970323,-1217756475,138442,28,4765,84,23.50,28.37,
08/27/2024,20:46:14.46,08/28/2024,03:46:09.000,376970703,-1217756457,138568,28,4052,84,23.54,28.35,
08/27/2024,20:46:15.46,08/28/2024,03:46:10.000,376971040,-1217756439,138949,28,3685,84,23.42,28.36,
08/27/2024,20:46:16.46,08/28/2024,03:46:11.000,376971365,-1217756422,139056,28,3584,84,23.43,28.42,
08/27/2024,20:46:17.46,08/28/2024,03:46:12.000,376971693,-1217756394,139044,28,3656,84,23.34,28.38,
08/27/2024,20:46:18.46,08/28/2024,03:46:13.000,376972011,-1217756316,138845,28,3545,84,23.27,28.35,
08/27/2024,20:46:19.46,08/28/2024,03:46:14.000,376972275,-1217756126,138776,28,3389,84,23.39,28.34,
08/27/2024,20:46:20.46,08/28/2024,03:46:15.000,376972444,-1217755818,138724,27,3349,85,23.31,28.38,
08/27/2024,20:46:21.46,08/28/2024,03:46:16.000,376972526,-1217755400,138726,27,3984,85,23.27,28.38,
08/27/2024,20:46:22.46,08/28/2024,03:46:17.000,376972562,-1217754932,138787,28,4153,84,23.31,28.39,
08/27/2024,20:46:23.47,08/28/2024,03:46:18.000,376972598,-1217754487,138705,28,3778,84,23.30,28.38,
08/27/2024,20:46:24.47,08/28/2024,03:46:19.000,376972701,-1217754107,138629,28,3445,84,23.30,28.37,
08/27/2024,20:46:25.47,08/28/2024,03:46:20.000,376972895,-1217753832,138566,28,3211,84,23.36,28.35,
08/27/2024,20:46:26.47,08/28/2024,03:46:21.000,376973142,-1217753679,138577,28,3036,84,23.15,28.40,
08/27/2024,20:46:27.47,08/28/2024,03:46:22.000,376973423,-1217753609,138563,28,3247,84,23.24,28.36,
08/27/2024,20:46:28.47,08/28/2024,03:46:23.000,376973716,-1217753578,138467,28,3243,84,23.33,28.30,
08/27/2024,20:46:29.47,08/28/2024,03:46:24.000,376973984,-1217753562,138435,28,2806,84,23.47,28.33,
08/27/2024,20:46:30.51,08/28/2024,03:46:25.000,376974184,-1217753535,138380,28,1976,84,23.47,28.34,
08/27/2024,20:46:31.51,08/28/2024,03:46:26.000,376974298,-1217753503,138380,27,981,87,23.50,28.32,
08/27/2024,20:46:32.51,08/28/2024,03:46:27.000,376974407,-1217753416,138366,28,1619,84,23.60,28.33,
08/27/2024,20:46:33.51,08/28/2024,03:46:28.000,376974545,-1217753206,138383,27,2750,87,23.66,28.28,
08/27/2024,20:46:34.51,08/28/2024,03:46:29.000,376974671,-1217752819,138418,27,4085,87,23.62,28.39,
08/27/2024,20:46:35.51,08/28/2024,03:46:31.000,376974866,-1217751617,138547,27,6225,87,23.59,28.40,
08/27/2024,20:46:37.49,08/28/2024,03:46:32.000,376974933,-1217750845,138629,27,7101,87,23.59,28.39,
08/27/2024,20:46:38.49,08/28/2024,03:46:33.000,376974988,-1217749990,138698,27,7727,87,23.55,28.38,
08/27/2024,20:46:39.49,08/28/2024,03:46:34.000,376975041,-1217749045,138763,27,8599,86,23.46,28.43,
08/27/2024,20:46:40.49,08/28/2024,03:46:35.000,376975101,-1217748014,138823,27,9297,86,23.42,28.45,
08/27/2024,20:46:41.49,08/28/2024,03:46:36.000,376975163,-1217746943,138897,27,9520,86,23.50,28.39,
08/27/2024,20:46:42.49,08/28/2024,03:46:37.000,376975231,-1217745897,139045,27,9117,86,23.39,28.45,
08/27/2024,20:46:43.49,08/28/2024,03:46:38.000,376975293,-1217744910,139175,27,8546,86,23.42,28.50,
08/27/2024,20:46:44.49,08/28/2024,03:46:39.000,376975343,-1217744001,139349,28,7789,84,23.44,28.42,
08/27/2024,20:46:45.49,08/28/2024,03:46:40.000,376975393,-1217743217,139480,27,6559,86,23.44,28.48,
08/27/2024,20:46:46.49,08/28/2024,03:46:41.000,376975434,-1217742572,139554,27,5331,86,23.36,28.48,
08/27/2024,20:46:47.49,08/28/2024,03:46:42.000,376975470,-1217742044,139622,27,4388,86,23.25,28.48,
08/27/2024,20:46:48.49,08/28/2024,03:46:43.000,376975500,-1217741620,139701,27,3466,86,23.25,28.45,
08/27/2024,20:46:49.49,08/28/2024,03:46:44.000,376975523,-1217741307,139797,26,2478,90,23.21,28.44,
08/27/2024,20:46:50.49,08/28/2024,03:46:45.000,376975537,-1217741113,139858,27,1396,90,23.21,28.42,
08/27/2024,20:46:51.49,08/28/2024,03:46:46.000,376975543,-1217741006,139873,27,766,90,23.35,28.43,
08/27/2024,20:46:52.49,08/28/2024,03:46:47.000,376975545,-1217740960,139846,27,236,90,23.35,28.44,
08/27/2024,20:46:53.49,08/28/2024,03:46:48.000,376975544,-1217740952,139819,28,10,86,23.38,28.47,
08/27/2024,20:46:54.49,08/28/2024,03:46:49.000,376975543,-1217740950,139821,28,32,86,23.50,28.46,
08/27/2024,20:46:55.49,08/28/2024,03:46:50.000,376975547,-1217740903,139788,28,579,86,23.43,28.43,
08/27/2024,20:46:56.49,08/28/2024,03:46:51.000,376975558,-1217740734,139799,28,1883,86,23.52,28.47,
08/27/2024,20:46:57.49,08/28/2024,03:46:52.000,376975578,-1217740475,139830,28,2491,86,23.55,28.43,
08/27/2024,20:46:58.49,08/28/2024,03:46:53.000,376975596,-1217740223,139959,28,2121,86,23.53,28.45,
08/27/2024,20:46:59.49,08/28/2024,03:46:54.000,376975606,-1217740051,139965,27,1255,90,23.58,28.48,
08/27/2024,20:47:00.49,08/28/2024,03:46:55.000,376975610,-1217739976,139957,28,409,86,23.62,28.47,
08/27/2024,20:47:01.49,08/28/2024,03:46:56.000,376975611,-1217739962,139951,28,9,86,23.52,28.41,
08/27/2024,20:47:02.49,08/28/2024,03:46:57.000,376975609,-1217739962,139936,28,10,86,23.47,28.40,
08/27/2024,20:47:03.49,08/28/2024,03:46:58.000,376975608,-1217739962,139884,28,2,86,23.33,28.40,
08/27/2024,20:47:04.49,08/28/2024,03:46:59.000,376975607,-1217739961,139847,28,5,86,23.34,28.39,
08/27/2024,20:47:05.49,08/28/2024,03:47:00.000,376975605,-1217739961,139816,28,5,86,23.26,28.37,
08/27/2024,20:47:06.49,08/28/2024,03:47:01.000,376975602,-1217739960,139790,28,1,86,23.21,28.35,
08/27/2024,20:47:07.49,08/28/2024,03:47:02.000,376975600,-1217739959,139757,28,7,86,23.25,28.37,
08/27/2024,20:47:08.49,08/28/2024,03:47:03.000,376975598,-1217739958,139720,28,3,86,23.28,28.35,
08/27/2024,20:47:09.49,08/28/2024,03:47:04.000,376975596,-1217739957,139686,28,5,86,23.31,28.33,
08/27/2024,20:47:10.49,08/28/2024,03:47:05.000,376975594,-1217739955,139626,28,6,86,23.27,28.34,
08/27/2024,20:47:11.50,08/28/2024,03:47:06.000,376975591,-1217739954,139575,27,10,87,23.49,28.29,
08/27/2024,20:47:12.50,08/28/2024,03:47:07.000,376975588,-1217739953,139541,26,2,91,23.45,28.31,
08/27/2024,20:47:13.50,08/28/2024,03:47:08.000,376975585,-1217739951,139486,26,5,91,23.59,28.27,
08/27/2024,20:47:14.50,08/28/2024,03:47:09.000,376975583,-1217739949,139457,26,9,91,23.68,28.29,
08/27/2024,20:47:15.50,08/28/2024,03:47:10.000,376975581,-1217739946,139443,26,3,91,23.58,28.27,
08/27/2024,20:47:16.50,08/28/2024,03:47:11.000,376975580,-1217739940,139403,26,47,91,23.69,28.27,
08/27/2024,20:47:17.50,08/28/2024,03:47:12.000,376975579,-1217739926,139373,26,123,91,23.58,28.30,
08/27/2024,20:47:18.50,08/28/2024,03:47:13.000,376975578,-1217739919,139344,26,16,91,23.75,28.28,
08/27/2024,20:47:19.50,08/28/2024,03:47:14.000,376975577,-1217739915,139291,27,14,87,23.62,28.24,
08/27/2024,20:47:20.50,08/28/2024,03:47:15.000,376975577,-1217739895,139228,27,213,87,23.57,28.26,
08/27/2024,20:47:21.50,08/28/2024,03:47:16.000,376975583,-1217739785,139164,28,1269,86,23.58,28.27,
08/27/2024,20:47:22.50,08/28/2024,03:47:18.000,376975634,-1217739095,139189,28,4268,86,23.74,28.20,
08/27/2024,20:47:24.47,08/28/2024,03:47:19.000,376975680,-1217738518,139283,28,5479,86,23.76,28.23,
08/27/2024,20:47:25.47,08/28/2024,03:47:20.000,376975741,-1217737798,139494,28,6766,86,23.73,28.21,
08/27/2024,20:47:26.47,08/28/2024,03:47:21.000,376975801,-1217736954,139599,28,7769,86,23.66,28.30,
08/27/2024,20:47:27.47,08/28/2024,03:47:22.000,376975857,-1217736016,139728,28,8523,86,23.65,28.34,
08/27/2024,20:47:28.47,08/28/2024,03:47:23.000,376975920,-1217734969,139780,28,9561,86,23.61,28.33,
08/27/2024,20:47:29.47,08/28/2024,03:47:24.000,376976004,-1217733807,139778,28,10580,86,23.49,28.36,
08/27/2024,20:47:30.47,08/28/2024,03:47:25.000,376976118,-1217732546,139827,28,11450,86,23.37,28.41,
08/27/2024,20:47:31.47,08/28/2024,03:47:26.000,376976270,-1217731202,139937,28,12189,86,23.24,28.41,
08/27/2024,20:47:32.47,08/28/2024,03:47:27.000,376976451,-1217729785,140070,28,12852,86,23.20,28.39,
08/27/2024,20:47:33.47,08/28/2024,03:47:28.000,376976669,-1217728323,140172,28,13233,86,23.20,28.38,
08/27/2024,20:47:34.47,08/28/2024,03:47:29.000,376976926,-1217726817,140287,28,13727,86,23.19,28.36,
08/27/2024,20:47:35.48,08/28/2024,03:47:30.000,376977202,-1217725261,140279,28,14197,86,23.11,28.36,
08/27/2024,20:47:36.48,08/28/2024,03:47:31.000,376977488,-1217723697,140336,28,14118,86,23.10,28.39,
08/27/2024,20:47:37.48,08/28/2024,03:47:32.000,376977775,-1217722149,140502,28,13964,86,23.15,28.42,
08/27/2024,20:47:38.48,08/28/2024,03:47:33.000,376978058,-1217720619,140642,28,13810,86,23.18,28.45,
08/27/2024,20:47:39.48,08/28/2024,03:47:34.000,376978338,-1217719094,140891,28,13795,86,23.21,28.39,
08/27/2024,20:47:40.48,08/28/2024,03:47:35.000,376978630,-1217717585,141098,28,13642,86,23.16,28.46,
08/27/2024,20:47:41.48,08/28/2024,03:47:36.000,376978927,-1217716068,141116,28,13828,87,23.21,28.45,
08/27/2024,20:47:42.49,08/28/2024,03:47:37.000,376979229,-1217714522,141220,27,14138,89,23.29,28.40,
08/27/2024,20:47:43.49,08/28/2024,03:47:38.000,376979549,-1217712952,141443,28,14352,87,23.34,28.26,
08/27/2024,20:47:44.49,08/28/2024,03:47:39.000,376979886,-1217711365,141678,28,14524,87,23.37,28.20,
08/27/2024,20:47:45.49,08/28/2024,03:47:40.000,376980224,-1217709764,141842,28,14643,87,23.48,28.06,
08/27/2024,20:47:46.49,08/28/2024,03:47:41.000,376980547,-1217708142,141958,28,14799,87,23.50,28.05,
08/27/2024,20:47:47.53,08/28/2024,03:47:42.000,376980864,-1217706507,142146,28,14845,87,23.57,27.98,
08/27/2024,20:47:48.53,08/28/2024,03:47:43.000,376981177,-1217704868,142443,28,14865,87,23.64,27.81,
08/27/2024,20:47:49.53,08/28/2024,03:47:44.000,376981500,-1217703232,142667,28,14883,87,23.78,27.80,
08/27/2024,20:47:50.53,08/28/2024,03:47:45.000,376981827,-1217701594,142831,28,14926,87,23.89,27.71,
08/27/2024,20:47:51.53,08/28/2024,03:47:46.000,376982157,-1217699959,142836,28,14870,87,23.90,27.65,
08/27/2024,20:47:52.53,08/28/2024,03:47:47.000,376982478,-1217698318,142964,28,14932,87,24.01,27.57,
08/27/2024,20:47:53.53,08/28/2024,03:47:48.000,376982800,-1217696680,143149,28,14854,87,23.99,27.52,
08/27/2024,20:47:54.53,08/28/2024,03:47:49.000,376983125,-1217695063,143327,28,14656,87,24.11,27.44,
08/27/2024,20:47:55.53,08/28/2024,03:47:50.000,376983448,-1217693461,143470,28,14558,87,24.12,27.38,
08/27/2024,20:47:56.53,08/28/2024,03:47:51.000,376983765,-1217691860,143619,28,14540,87,24.12,27.34,
08/27/2024,20:47:57.54,08/28/2024,03:47:52.000,376984075,-1217690261,143821,28,14515,87,24.19,27.33,
08/27/2024,20:47:58.54,08/28/2024,03:47:53.000,376984392,-1217688667,143995,28,14493,87,24.22,27.30,
08/27/2024,20:47:59.54,08/28/2024,03:47:54.000,376984705,-1217687071,144215,28,14502,87,24.25,27.33,
08/27/2024,20:48:00.54,08/28/2024,03:47:55.000,376984991,-1217685467,144411,28,14502,87,24.30,27.33,
08/27/2024,20:48:01.54,08/28/2024,03:47:56.000,376985245,-1217683855,144590,28,14486,87,24.41,27.32,
08/27/2024,20:48:02.54,08/28/2024,03:47:57.000,376985460,-1217682233,144715,28,14497,87,24.49,27.35,
08/27/2024,20:48:03.54,08/28/2024,03:47:58.000,376985614,-1217680615,145031,28,14318,87,24.39,27.33,
08/27/2024,20:48:04.54,08/28/2024,03:47:59.000,376985699,-1217678982,144898,27,14462,90,24.38,27.39,
08/27/2024,20:48:05.54,08/28/2024,03:47:00.000,376985751,-1217677335,144696,27,14572,90,24.38,27.42,
08/27/2024,20:48:06.54,08/28/2024,03:48:01.000,376985795,-1217675686,144575,27,14537,90,24.38,27.40,
08/27/2024,20:48:07.54,08/28/2024,03:48:02.000,376985861,-1217674041,144426,27,14504,90,24.36,27.46,
08/27/2024,20:48:08.54,08/28/2024,03:48:03.000,376985972,-1217672404,144236,27,14486,90,24.41,27.43,
08/27/2024,20:48:09.54,08/28/2024,03:48:04.000,376986132,-1217670773,144030,27,14493,90,24.27,27.47,
08/27/2024,20:48:10.54,08/28/2024,03:48:05.000,376986336,-1217669151,143850,27,14468,90,24.36,27.52,
08/27/2024,20:48:11.54,08/28/2024,03:48:06.000,376986588,-1217667544,143886,27,14436,90,24.25,27.46,
08/27/2024,20:48:12.54,08/28/2024,03:48:07.000,376986875,-1217665957,144027,27,14327,90,24.35,27.42,
08/27/2024,20:48:13.54,08/28/2024,03:48:08.000,376987190,-1217664382,144249,28,14315,87,24.23,27.41,
08/27/2024,20:48:14.54,08/28/2024,03:48:09.000,376987518,-1217662814,144650,28,14285,87,24.31,27.50,
08/27/2024,20:48:15.54,08/28/2024,03:48:10.000,376987840,-1217661250,145024,28,14249,87,24.21,27.51,
08/27/2024,20:48:16.54,08/28/2024,03:48:11.000,376988155,-1217659678,145408,28,14329,87,24.20,27.57,
08/27/2024,20:48:17.53,08/28/2024,03:48:12.000,376988472,-1217658096,145694,28,14418,87,24.19,27.64,
08/27/2024,20:48:18.53,08/28/2024,03:48:13.000,376988793,-1217656509,145915,28,14463,87,24.13,27.65,
08/27/2024,20:48:19.53,08/28/2024,03:48:14.000,376989121,-1217654924,146096,28,14455,87,24.17,27.72,
08/27/2024,20:48:20.53,08/28/2024,03:48:15.000,376989455,-1217653332,146445,27,14549,90,24.11,27.71,
08/27/2024,20:48:21.53,08/28/2024,03:48:16.000,376989796,-1217651750,146690,28,14422,87,24.17,27.66,
08/27/2024,20:48:22.53,08/28/2024,03:48:17.000,376990143,-1217650187,146829,28,14260,87,24.04,27.60,
08/27/2024,20:48:23.53,08/28/2024,03:48:18.000,376990502,-1217648637,146880,28,14225,87,24.05,27.69,
08/27/2024,20:48:24.53,08/28/2024,03:48:19.000,376990868,-1217647096,146890,28,14169,87,24.01,27.62,
08/27/2024,20:48:25.53,08/28/2024,03:48:20.000,376991237,-1217645562,146804,28,14128,87,24.03,27.71,
08/27/2024,20:48:26.53,08/28/2024,03:48:21.000,376991606,-1217644029,146660,28,14128,87,23.97,27.73,
08/27/2024,20:48:27.53,08/28/2024,03:48:22.000,376991974,-1217642503,146544,28,14047,87,23.92,27.77,
08/27/2024,20:48:28.53,08/28/2024,03:48:23.000,376992340,-1217640979,146453,28,14042,87,23.89,27.70,
08/27/2024,20:48:29.53,08/28/2024,03:48:24.000,376992708,-1217639455,146433,28,14056,87,23.82,27.64,
08/27/2024,20:48:30.53,08/28/2024,03:48:25.000,376993073,-1217637929,146337,28,14048,87,23.86,27.75,
08/27/2024,20:48:31.53,08/28/2024,03:48:26.000,376993430,-1217636402,146233,28,14029,87,23.98,27.83,
08/27/2024,20:48:32.53,08/28/2024,03:48:27.000,376993786,-1217634875,146156,28,14025,87,23.96,27.83,
08/27/2024,20:48:33.53,08/28/2024,03:48:28.000,376994144,-1217633353,146115,28,13984,87,23.95,27.88,
08/27/2024,20:48:34.53,08/28/2024,03:48:29.000,376994504,-1217631833,146087,28,13981,87,24.01,27.87,
08/27/2024,20:48:35.53,08/28/2024,03:48:30.000,376994868,-1217630319,146202,28,13937,87,24.06,27.88,
08/27/2024,20:48:36.53,08/28/2024,03:48:31.000,376995240,-1217628810,146318,28,13930,87,24.00,27.89,
08/27/2024,20:48:37.53,08/28/2024,03:48:32.000,376995614,-1217627300,146460,28,13944,87,23.97,27.93,
08/27/2024,20:48:38.53,08/28/2024,03:48:33.000,376995983,-1217625787,146566,28,13966,87,23.91,27.90,
08/27/2024,20:48:39.53,08/28/2024,03:48:34.000,376996349,-1217624269,146662,28,14011,87,23.86,27.94,
08/27/2024,20:48:40.53,08/28/2024,03:48:35.000,376996719,-1217622749,146836,28,14032,87,23.81,27.98,
08/27/2024,20:48:41.53,08/28/2024,03:48:36.000,376997092,-1217621229,147048,28,14024,87,23.81,27.97,
08/27/2024,20:48:42.53,08/28/2024,03:48:37.000,376997468,-1217619712,147194,28,14030,87,23.84,27.96,
08/27/2024,20:48:43.53,08/28/2024,03:48:38.000,376997852,-1217618194,147381,28,14046,87,23.80,27.94,
08/27/2024,20:48:44.53,08/28/2024,03:48:39.000,376998247,-1217616681,147532,28,14064,87,23.81,27.99,
08/27/2024,20:48:45.53,08/28/2024,03:48:40.000,376998651,-1217615166,147657,28,14102,87,23.81,27.98,
08/27/2024,20:48:46.53,08/28/2024,03:48:41.000,376999071,-1217613659,147702,28,14082,87,23.78,27.97,
08/27/2024,20:48:47.53,08/28/2024,03:48:42.000,376999512,-1217612164,147710,28,14059,87,23.72,27.92,
08/27/2024,20:48:48.53,08/28/2024,03:48:43.000,376999980,-1217610686,147798,28,14024,87,23.66,27.94,
08/27/2024,20:48:49.53,08/28/2024,03:48:44.000,377000482,-1217609224,147829,28,14057,87,23.63,28.00,
08/27/2024,20:48:50.53,08/28/2024,03:48:45.000,377001014,-1217607785,147997,30,13980,85,23.66,27.94,
08/27/2024,20:48:51.53,08/28/2024,03:48:46.000,377001565,-1217606365,148301,30,13921,85,23.72,27.95,
08/27/2024,20:48:52.53,08/28/2024,03:48:47.000,377002133,-1217604937,148386,28,14157,92,23.63,27.93,
08/27/2024,20:48:53.53,08/28/2024,03:48:48.000,377002726,-1217603499,148525,29,14363,88,23.56,27.90,
08/27/2024,20:48:54.53,08/28/2024,03:48:49.000,377003349,-1217602053,148677,29,14582,88,23.60,27.83,
08/27/2024,20:48:55.53,08/28/2024,03:48:50.000,377003996,-1217600603,148823,29,14708,88,23.61,27.79,
08/27/2024,20:48:56.53,08/28/2024,03:48:51.000,377004662,-1217599153,148985,29,14811,88,23.54,27.73,
08/27/2024,20:48:57.53,08/28/2024,03:48:52.000,377005339,-1217597715,149044,29,14709,88,23.67,27.79,
08/27/2024,20:48:58.53,08/28/2024,03:48:53.000,377006015,-1217596295,149121,28,14565,92,23.69,27.73,
08/27/2024,20:48:59.53,08/28/2024,03:48:54.000,377006682,-1217594896,149206,27,14320,100,23.75,27.73,
08/27/2024,20:49:00.53,08/28/2024,03:48:55.000,377007343,-1217593518,149276,27,14149,100,23.73,27.78,
